"","Subregion","Stream_Number","StreamName","AWC_CODE","LATITUDE","LONGITUDE","Year","Pink_Abundance","Cons_Abundance","WMA_Releases_in_millions","mean_flow","CV_flow"
"991","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2008",1000,1500,88.62981472,2.41,0.49
"992","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2009",19000,1000,87.18846209,2.41,0.49
"993","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2010",8500,700,87.42006279,2.41,0.49
"994","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2011",27000,1500,85.7068926,2.41,0.49
"995","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2013",32150,2300,79.99790085,2.41,0.49
"996","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2014",3500,400,77.61569875,2.41,0.49
"997","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2015",20300,2203.425411,79.15120319,2.41,0.49
"998","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2017",55000,3688.250957,74.6661072,2.41,0.49
"999","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2018",500,300,74.44234926,2.41,0.49
"1000","NSE Inside","112-90-014","Whitewater Creek","112-90-10140",57.24226545,-134.5234901,"2019",3200,600,79.86574909,2.41,0.49
"1001","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2008",5500,4100,88.62981472,4.17,0.48
"1002","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2009",23000,1300,87.18846209,4.17,0.48
"1003","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2010",12700,900,87.42006279,4.17,0.48
"1004","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2011",45600,1800,85.7068926,4.17,0.48
"1005","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2013",44500,19500,79.99790085,4.17,0.48
"1006","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2014",7000,6500,77.61569875,4.17,0.48
"1007","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2015",72100,4500,79.15120319,4.17,0.48
"1008","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2017",77000,20000,74.6661072,4.17,0.48
"1009","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2018",10800,8000,74.44234926,4.17,0.48
"1010","NSE Inside","112-80-028","Chaik Bay Creek","112-80-10280",57.306752,-134.443918,"2019",8300,4000,79.86574909,4.17,0.48
"1011","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2008",50,NA,NA,11.1,0.48
"1012","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2009",2500,NA,NA,11.1,0.48
"1013","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2010",800,NA,NA,11.1,0.48
"1014","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2011",8000,NA,NA,11.1,0.48
"1015","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2013",7000,NA,NA,11.1,0.48
"1016","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2014",700,NA,NA,11.1,0.48
"1017","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2015",9000,NA,NA,11.1,0.48
"1018","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2017",5000,NA,NA,11.1,0.48
"1019","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2018",2000,NA,NA,11.1,0.48
"1020","NSE Inside","112-73-030","1st NW of Weir Creek","112-73-10300",57.3505396,-134.386129,"2019",5000,NA,NA,11.1,0.48
"1021","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2008",1500,500,NA,11.1,0.48
"1022","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2009",15000,1500.469887,NA,11.1,0.48
"1023","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2010",8000,700,NA,11.1,0.48
"1024","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2011",14000,400,NA,11.1,0.48
"1025","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2013",14000,500,NA,11.1,0.48
"1026","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2014",4000,1246.294538,NA,11.1,0.48
"1027","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2015",14800,2221.066137,NA,11.1,0.48
"1028","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2017",15000,3694.817074,NA,11.1,0.48
"1029","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2018",1500,0,NA,11.1,0.48
"1030","NSE Inside","112-73-024","Weir Creek S Arm Hood Bay","112-73-10240",57.33694424,-134.3563492,"2019",4100,5000,NA,11.1,0.48
"1031","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2008",812,NA,NA,11.1,0.48
"1032","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2009",5000,NA,NA,11.1,0.48
"1033","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2010",7800,NA,NA,11.1,0.48
"1034","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2011",2500,NA,NA,11.1,0.48
"1035","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2013",12000,NA,NA,11.1,0.48
"1036","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2014",100,NA,NA,11.1,0.48
"1037","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2015",14000,NA,NA,11.1,0.48
"1038","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2017",10500,NA,NA,11.1,0.48
"1039","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2018",2000,NA,NA,11.1,0.48
"1040","NSE Inside","112-73-020","Hood Bay S Arm Head","112-73-10200",57.3354799,-134.3230453,"2019",1200,NA,NA,11.1,0.48
"1041","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2008",300,NA,NA,11.1,0.48
"1042","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2009",6000,NA,NA,11.1,0.48
"1043","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2010",1700,NA,NA,11.1,0.48
"1044","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2011",7000,NA,NA,11.1,0.48
"1045","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2013",5000,NA,NA,11.1,0.48
"1046","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2014",300,NA,NA,11.1,0.48
"1047","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2015",2500,NA,NA,11.1,0.48
"1048","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2017",700,NA,NA,11.1,0.48
"1049","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2018",0,NA,NA,11.1,0.48
"1050","NSE Inside","112-73-017","Hood Bay S Arm Head N","112-73-10170",57.34459214,-134.3243601,"2019",150,NA,NA,11.1,0.48
"1051","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2008",700,NA,NA,11.1,0.48
"1052","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2009",15000,NA,NA,11.1,0.48
"1053","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2010",4500,NA,NA,11.1,0.48
"1054","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2011",11668,NA,NA,11.1,0.48
"1055","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2013",7000,NA,NA,11.1,0.48
"1056","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2014",1792,NA,NA,11.1,0.48
"1057","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2015",35000,NA,NA,11.1,0.48
"1058","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2017",33000,NA,NA,11.1,0.48
"1059","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2018",10500,NA,NA,11.1,0.48
"1060","NSE Inside","112-72-012","Hood Bay N Arm E Head","112-72-10120",57.39182742,-134.3234284,"2019",4000,NA,NA,11.1,0.48
"1061","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2008",0,1749.197382,NA,11.1,0.48
"1062","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2009",9983,1886.929113,NA,11.1,0.48
"1063","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2010",2500,1000,NA,11.1,0.48
"1064","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2011",17000,500,NA,11.1,0.48
"1065","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2013",10300,3000,NA,11.1,0.48
"1066","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2014",2500,1640.227408,NA,11.1,0.48
"1067","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2015",11000,2923.108016,NA,11.1,0.48
"1068","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2017",21694,4892.907146,NA,11.1,0.48
"1069","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2018",2361,1923.526824,NA,11.1,0.48
"1070","NSE Inside","112-72-011","Weir Creek N Arm Hood Bay","112-72-10110",57.392702,-134.34694,"2019",4381,2178.370462,NA,11.1,0.48
"1071","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2008",0,NA,43.73797598,11.1,0.48
"1072","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2009",1751,NA,44.09832868,11.1,0.48
"1073","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2010",803,NA,43.94794984,11.1,0.48
"1074","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2011",1500,NA,42.42834915,11.1,0.48
"1075","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2013",2637,NA,40.5288527,11.1,0.48
"1076","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2014",373,NA,38.57958158,11.1,0.48
"1077","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2015",2937,NA,37.95424285,11.1,0.48
"1078","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2017",3879,NA,33.16382652,11.1,0.48
"1079","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2018",422,NA,31.67527562,11.1,0.48
"1080","NSE Inside","112-71-024","Narrows Creek","112-71-10240",57.36952174,-134.4346879,"2019",783,NA,41.26681288,11.1,0.48
"1081","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2008",200,NA,NA,4.78,0.49
"1082","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2009",1600,NA,NA,4.78,0.49
"1083","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2010",800,NA,NA,4.78,0.49
"1084","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2011",3074,NA,NA,4.78,0.49
"1085","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2013",4500,NA,NA,4.78,0.49
"1086","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2014",100,NA,NA,4.78,0.49
"1087","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2015",11500,NA,NA,4.78,0.49
"1088","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2017",4800,NA,NA,4.78,0.49
"1089","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2018",2000,NA,NA,4.78,0.49
"1090","NSE Inside","112-67-080","Favorite Creek","112-67-10800",57.46071283,-134.5023889,"2019",9150,NA,NA,4.78,0.49
"1091","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2008",718,NA,NA,5.26,0.51
"1092","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2009",5241,NA,NA,5.26,0.51
"1093","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2010",2404,NA,NA,5.26,0.51
"1094","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2011",7274,NA,NA,5.26,0.51
"1095","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2013",4000,NA,NA,5.26,0.51
"1096","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2014",3500,NA,NA,5.26,0.51
"1097","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2015",14000,NA,NA,5.26,0.51
"1098","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2017",7000,NA,NA,5.26,0.51
"1099","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2018",200,NA,NA,5.26,0.51
"1100","NSE Inside","112-67-060","Kanalku Lake Creek","112-67-10600",57.49818199,-134.4101827,"2019",15000,NA,NA,5.26,0.51
"1101","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2008",54,NA,NA,36.5,0.49
"1102","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2009",395,NA,NA,36.5,0.49
"1103","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2010",181,NA,NA,36.5,0.49
"1104","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2011",549,NA,NA,36.5,0.49
"1105","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2013",601,NA,NA,36.5,0.49
"1106","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2014",85,NA,NA,36.5,0.49
"1107","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2015",500,NA,NA,36.5,0.49
"1108","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2017",4000,NA,NA,36.5,0.49
"1109","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2018",108,NA,NA,36.5,0.49
"1110","NSE Inside","112-67-040","Jims Creek","112-67-10350-2012",57.59077683,-134.3312201,"2019",30,NA,NA,36.5,0.49
"1111","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2008",8500,NA,NA,36.5,0.49
"1112","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2009",2751,NA,NA,36.5,0.49
"1113","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2010",6000,NA,NA,36.5,0.49
"1114","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2011",3946,NA,NA,36.5,0.49
"1115","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2013",6200,NA,NA,36.5,0.49
"1116","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2014",2000,NA,NA,36.5,0.49
"1117","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2015",4000,NA,NA,36.5,0.49
"1118","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2017",9000,NA,NA,36.5,0.49
"1119","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2018",1700,NA,NA,36.5,0.49
"1120","NSE Inside","112-67-035","Hasselborg Creek","112-67-10350",57.57093092,-134.3633543,"2019",1800,NA,NA,36.5,0.49
"1121","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2008",2500,NA,NA,5.94,0.58
"1122","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2009",3500,NA,NA,5.94,0.58
"1123","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2010",3500,NA,NA,5.94,0.58
"1124","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2011",1500,NA,NA,5.94,0.58
"1125","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2013",4000,NA,NA,5.94,0.58
"1126","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2014",413,NA,NA,5.94,0.58
"1127","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2015",3941,NA,NA,5.94,0.58
"1128","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2017",100,NA,NA,5.94,0.58
"1129","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2018",0,NA,NA,5.94,0.58
"1130","NSE Inside","112-65-028","Piledriver Cove Creek","112-65-10280",58.08358093,-134.7738149,"2019",1500,NA,NA,5.94,0.58
"1131","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2008",3500,550,NA,5.78,0.58
"1132","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2009",13000,200,NA,5.78,0.58
"1133","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2010",15000,1100,NA,5.78,0.58
"1134","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2011",50000,3000,NA,5.78,0.58
"1135","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2013",50000,1810,NA,5.78,0.58
"1136","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2014",1000,876.2140591,NA,5.78,0.58
"1137","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2015",15500,1561.53246,NA,5.78,0.58
"1138","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2017",7300,2593.287615,NA,5.78,0.58
"1139","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2018",3800,300,NA,5.78,0.58
"1140","NSE Inside","112-65-024","Greens Creek","112-65-10240",58.099966,-134.76091,"2019",3900,200,NA,5.78,0.58
"1141","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2008",553,NA,NA,5.94,0.55
"1142","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2009",1400,NA,NA,5.94,0.55
"1143","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2010",8100,NA,NA,5.94,0.55
"1144","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2011",300,NA,NA,5.94,0.55
"1145","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2013",1000,NA,NA,5.94,0.55
"1146","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2014",10,NA,NA,5.94,0.55
"1147","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2015",700,NA,NA,5.94,0.55
"1148","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2017",1800,NA,NA,5.94,0.55
"1149","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2018",200,NA,NA,5.94,0.55
"1150","NSE Inside","112-65-015","Hawk Inlet Head","112-65-10150",58.18900161,-134.7405979,"2019",2000,NA,NA,5.94,0.55
"1151","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2008",451,NA,NA,5.94,0.55
"1152","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2009",500,NA,NA,5.94,0.55
"1153","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2010",6500,NA,NA,5.94,0.55
"1154","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2011",4000,NA,NA,5.94,0.55
"1155","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2013",6000,NA,NA,5.94,0.55
"1156","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2014",129,NA,NA,5.94,0.55
"1157","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2015",2000,NA,NA,5.94,0.55
"1158","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2017",500,NA,NA,5.94,0.55
"1159","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2018",0,NA,NA,5.94,0.55
"1160","NSE Inside","112-65-014","Hawk Inlet Head NW","112-65-10140",58.17970672,-134.7436826,"2019",700,NA,NA,5.94,0.55
"1161","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2008",601,NA,NA,5.94,0.55
"1162","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2009",2700,NA,NA,5.94,0.55
"1163","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2010",5500,NA,NA,5.94,0.55
"1164","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2011",7500,NA,NA,5.94,0.55
"1165","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2013",5500,NA,NA,5.94,0.55
"1166","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2014",100,NA,NA,5.94,0.55
"1167","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2015",1000,NA,NA,5.94,0.55
"1168","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2017",500,NA,NA,5.94,0.55
"1169","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2018",200,NA,NA,5.94,0.55
"1170","NSE Inside","112-65-012","Jimmy Green Creek","112-65-10120",58.17638912,-134.7567047,"2019",500,NA,NA,5.94,0.55
"1171","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2008",1020,NA,NA,0.73,0.58
"1172","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2009",3314,NA,NA,0.73,0.58
"1173","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2010",1000,NA,NA,0.73,0.58
"1174","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2011",5000,NA,NA,0.73,0.58
"1175","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2013",4000,NA,NA,0.73,0.58
"1176","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2014",1200,NA,NA,0.73,0.58
"1177","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2015",2463,NA,NA,0.73,0.58
"1178","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2017",2000,NA,NA,0.73,0.58
"1179","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2018",1800,NA,NA,0.73,0.58
"1180","NSE Inside","112-63-013","Funter Creek","112-63-10130",58.23688581,-134.8962208,"2019",2500,NA,NA,0.73,0.58
"1181","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2008",585,NA,NA,0.73,0.58
"1182","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2009",1900,NA,NA,0.73,0.58
"1183","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2010",2500,NA,NA,0.73,0.58
"1184","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2011",400,NA,NA,0.73,0.58
"1185","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2013",5500,NA,NA,0.73,0.58
"1186","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2014",150,NA,NA,0.73,0.58
"1187","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2015",1500,NA,NA,0.73,0.58
"1188","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2017",7000,NA,NA,0.73,0.58
"1189","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2018",1000,NA,NA,0.73,0.58
"1190","NSE Inside","112-63-012","Funter Bay S Side","112-63-10120",58.23914544,-134.8938801,"2019",5000,NA,NA,0.73,0.58
